"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-24","4.47","0.00","58","66","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-25","5.82","0.00","64","76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-26","5.82","0.00","64","77","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-27","10.51","0.02","66","69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-28","7.83","0.00","58","67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-29","5.14","0.00","57","66","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-30","5.37","0.00","55","65","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-01","7.38","0.05","56","63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-02","4.03","0.00","56","63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-03","6.93","0.00","55","60","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-04","9.62","0.13","55","60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-05","5.59","0.04","56","65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-06","9.62","0.31","57","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-07","11.41","0.11","56","63","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-08","11.63","0.61","57","65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-09","6.04","0.06","56","56","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-10","5.59","0.00","51","60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-11","8.05","0.00","51","62","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-12","3.80","0.01","54","66","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-13","10.74","1.75","55","59","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-14","15.88","1.36","54","57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-15","14.32","0.73","52","62","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-16","8.28","0.56","54","60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-17","9.84","0.17","53","59","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-18","10.74","0.08","53","58","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-19","4.92","0.22","51","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-20","8.50","1.19","53","60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-21","7.38","0.02","53","57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-22","3.36","0.05","51","62","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-23","6.26","0.12","55","62","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-24","7.61","0.10","56","63","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-25","11.18","0.00","55","63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-26","8.05","1.23","55","58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-27","7.16","0.04","55","58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-28","7.61","0.00","56","67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-29","4.92","0.19","56","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-30","6.93","0.26","50","52","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-31","10.07","0.66","52","57","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-01","9.17","0.22","52","56","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-02","7.38","0.46","53","56","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-03","4.47","0.00","54","65","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-04","4.03","0.00","53","63","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-05","6.93","1.31","57","60","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-06","7.16","0.12","53","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-07","4.92","0.04","56","66","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-08","5.59","0.00","58","70","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-09","6.71","0.24","58","64","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-10","3.80","0.00","54","62","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-11","2.46","0.00","57","61","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-12","12.97","0.10","57","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-13","8.05","0.24","51","54","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-14","5.82","0.31","53","57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-15","10.96","1.08","51","54","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-16","6.49","0.20","46","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-17","4.25","0.00","46","51","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-18","12.30","0.00","46","54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-19","10.51","0.04","51","57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-20","10.07","0.01","53","57","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-21","10.07","0.02","49","53","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-22","8.50","0.45","47","53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-23","11.18","0.13","46","48","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-24","12.53","0.66","47","51","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-25","5.82","0.01","47","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-26","6.71","0.38","49","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-27","10.07","0.32","44","47","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-28","6.26","0.00","45","50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-29","6.26","0.04","46","51","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-30","14.09","0.10","46","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-01","6.93","0.01","44","46","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-02","11.41","0.27","45","49","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-03","13.87","0.18","46","48","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-04","8.72","0.17","43","45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-05","8.05","0.24","37","39","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-06","7.61","0.00","35","40","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-07","11.18","0.00","33","38","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-08","14.32","0.06","34","38","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-09","12.75","0.34","33","36","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-10","12.30","0.18","38","44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-11","13.87","0.09","41","42","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-12","8.95","0.09","40","42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-13","10.51","0.00","37","38","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-14","13.87","0.00","33","39","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-15","6.93","0.00","34","38","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-16","8.50","0.00","32","34","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-17","5.37","0.00","28","33","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-18","5.82","0.00","32","39","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-19","10.51","0.81","39","45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-20","14.32","0.01","45","50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-21","4.03","0.00","42","47","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-22","6.71","0.30","39","44","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-23","5.37","0.58","39","39","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-24","2.01","0.10","37","40","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-25","4.25","0.00","36","42","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-26","8.50","0.29","36","42","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-27","15.21","0.05","41","44","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-28","8.72","0.00","41","47","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-29","8.50","0.05","42","48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-30","6.93","0.02","42","45","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-31","8.05","0.03","34","38","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-01","9.62","0.43","35","37","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-02","10.51","0.00","32","34","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-03","11.86","0.00","27","33","21"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-04","10.96","0.00","27","36","22"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-05","5.82","0.00","28","35","21"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-06","6.26","0.00","29","40","20"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-07","13.42","0.00","33","37","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-08","11.86","0.45","37","45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-09","7.83","0.05","39","42","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-10","13.65","0.07","37","40","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-11","12.08","0.00","32","34","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-12","6.04","0.00","31","40","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-13","6.04","0.00","31","37","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-14","4.92","0.00","34","44","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-15","3.13","0.00","34","43","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-16","4.03","0.00","36","45","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-17","4.70","1.74","43","49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-18","10.74","1.21","46","53","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-19","9.84","0.09","46","50","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-20","9.40","0.00","46","52","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-21","4.03","0.05","45","54","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-22","8.72","0.08","45","49","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-23","4.92","0.00","41","48","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-24","2.46","0.00","37","43","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-25","2.68","0.00","38","44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-26","2.91","0.00","43","47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-27","5.82","0.00","44","54","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-28","5.37","0.00","45","52","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-29","8.28","0.03","43","48","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-30","9.17","0.02","44","45","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-31","11.18","0.00","41","44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-01","15.43","0.00","36","43","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-02","13.87","0.01","38","44","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-03","8.50","0.70","37","40","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-04","8.72","0.94","41","46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-05","10.96","0.82","39","41","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-06","9.40","0.65","33","37","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-07","7.16","0.01","35","38","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-08","6.49","0.70","36","40","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-09","13.20","1.63","44","56","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-10","17.22","0.02","47","48","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-11","7.83","0.00","41","49","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-12","5.59","0.00","41","51","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-13","8.28","0.00","42","57","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-14","4.03","0.23","45","58","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-15","7.83","1.63","49","54","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-16","10.51","0.50","51","53","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-17","9.84","0.01","48","56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-18","8.28","0.15","44","45","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-19","8.50","0.06","44","47","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-20","6.71","0.20","43","45","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-21","7.38","0.07","43","48","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-22","4.92","0.00","41","46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-23","3.80","0.01","38","44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-24","4.03","0.00","37","47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-25","7.16","0.01","39","44","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-26","7.38","0.33","39","41","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-27","8.50","0.16","38","41","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-28","8.72","0.01","37","47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-01","13.87","0.02","44","49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-02","10.51","0.09","44","47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-03","14.09","0.36","47","51","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-04","7.61","0.04","41","46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-05","13.42","0.00","40","45","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-06","13.42","0.00","38","43","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-07","8.72","0.75","37","42","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-08","10.74","0.13","41","43","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-09","6.04","0.70","39","49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-10","12.53","0.03","48","52","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-11","10.74","0.37","45","53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-12","7.16","0.02","48","53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-13","5.59","0.65","50","53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-14","10.51","0.39","52","57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-15","7.16","0.81","50","50","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-16","10.29","0.00","45","52","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-17","4.92","0.68","43","53","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-18","13.65","0.34","48","57","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-19","9.62","0.00","42","53","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-20","11.18","0.01","45","54","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-21","5.82","0.20","49","56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-22","13.42","0.02","51","56","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-23","7.83","0.26","46","58","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-24","10.96","0.24","49","54","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-25","10.51","0.01","47","52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-26","3.80","0.38","46","49","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-27","12.08","0.17","47","53","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-28","11.18","0.14","47","53","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-29","13.65","0.51","49","55","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-30","6.49","0.00","47","54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-31","4.25","0.00","47","56","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-01","7.61","0.04","50","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-02","7.83","0.04","48","55","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-03","4.92","0.00","46","53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-04","5.14","0.12","49","61","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-05","6.71","0.46","51","54","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-06","9.62","0.26","51","60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-07","16.11","0.10","53","59","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-08","12.75","0.01","47","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-09","6.49","0.00","46","56","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-10","10.96","0.38","49","53","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-11","10.51","0.02","46","57","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-12","8.28","0.85","51","59","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-13","10.51","0.08","49","54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-14","12.30","0.01","46","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-15","9.17","0.00","47","57","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-16","11.63","0.00","52","66","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-17","8.72","0.07","57","60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-18","8.28","0.48","52","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-19","7.16","0.35","51","56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-20","9.40","0.01","50","58","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-21","8.28","0.00","52","66","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-22","9.62","0.07","60","63","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-23","7.38","0.49","51","53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-24","8.28","0.06","48","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-25","8.72","0.05","51","56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-26","14.76","0.00","51","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-27","9.40","0.04","48","56","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-28","5.37","0.00","49","59","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-29","6.71","0.14","51","57","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-30","8.28","0.08","50","56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-01","5.82","0.03","48","50","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-02","4.25","0.13","51","61","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-03","6.04","0.11","59","74","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-04","6.26","0.44","62","76","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-05","12.97","0.25","58","59","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-06","6.71","0.02","50","60","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-07","7.38","0.00","51","62","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-08","6.71","0.00","54","64","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-09","5.59","0.00","56","70","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-10","5.82","0.00","58","71","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-11","7.83","0.47","58","60","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-12","6.04","0.16","48","54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-13","10.29","0.03","49","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-14","10.51","0.04","51","59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-15","9.40","0.33","50","52","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-16","10.07","0.15","47","54","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-17","6.71","0.00","50","60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-18","3.80","0.00","54","64","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-19","5.82","0.00","59","71","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-20","6.26","0.00","62","72","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-21","8.28","0.00","64","76","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-22","7.83","0.00","68","83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-23","7.38","0.00","70","78","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-24","6.04","0.00","56","63","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-25","6.49","0.00","57","70","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-26","5.82","0.00","64","81","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-27","4.92","0.00","70","86","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-28","6.26","0.00","71","86","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-29","6.93","0.00","63","74","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-30","6.93","0.01","58","58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-31","6.71","0.11","58","72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-01","9.40","0.02","61","67","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-02","6.93","0.00","60","73","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-03","6.26","0.00","61","67","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-04","5.82","0.00","58","67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-05","8.50","0.00","60","74","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-06","6.71","0.00","65","84","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-07","6.93","0.03","68","79","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-08","9.84","0.31","61","63","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-09","7.16","0.05","56","63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-10","6.93","0.00","55","67","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-11","5.82","0.00","58","70","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-12","9.40","0.00","59","64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-13","10.29","0.00","57","65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-14","6.04","0.00","57","65","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-15","9.62","1.05","58","61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-16","10.51","0.00","59","68","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-17","4.70","0.06","58","63","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-18","6.26","0.00","59","71","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-19","6.71","0.00","63","74","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-20","11.18","0.00","65","73","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-21","10.07","0.00","60","69","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-22","9.17","0.00","62","75","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-06-23","9.62","0.00","67","81","55"
